29.0, 54.6, 0
27.3, 42.0, 0
28.8, 47.2, 0
30.1, 63.4, 1
27.4, 56.1, 0
28.5, 53.3, 0
25.9, 37.8, 1
29.4, 61.9, 1
27.6, 48.0, 0
28.0, 55.7, 0
26.2, 33.9, 1
30.0, 66.4, 1
27.2, 41.5, 0
28.7, 50.1, 0
29.3, 42.7, 1
27.8, 59.0, 0
26.7, 39.2, 1
28.4, 49.8, 0
27.5, 54.0, 0
29.7, 68.5, 1
26.8, 36.1, 1
28.3, 45.6, 0
27.0, 52.4, 0
30.5, 71.0, 1
27.4, 43.8, 0
28.6, 50.9, 0
26.4, 35.4, 1
29.8, 63.7, 1
27.3, 47.1, 0
28.9, 53.2, 0
25.7, 38.2, 1
30.1, 66.0, 1
27.7, 59.8, 0
28.2, 48.4, 0
26.5, 33.1, 1
29.9, 62.6, 1
27.0, 41.1, 0
28.8, 55.1, 0
26.6, 37.5, 1
29.2, 58.0, 0
27.5, 50.8, 0
28.4, 44.9, 0
26.1, 31.8, 1
30.0, 69.4, 1
27.8, 56.6, 0
28.3, 46.5, 0
26.9, 38.7, 1
29.5, 61.2, 1
27.1, 43.3, 0
28.6, 51.7, 0
25.8, 36.9, 1
30.4, 68.2, 1
27.4, 45.9, 0
28.9, 49.5, 0
26.7, 33.8, 1
29.0, 54.0, 0
27.3, 57.7, 0
28.7, 52.9, 0
26.4, 35.7, 1
30.2, 65.5, 1
27.2, 44.6, 0
28.5, 47.8, 0
26.8, 38.1, 1
29.6, 62.9, 1
27.9, 58.9, 0
28.1, 49.2, 0
26.3, 34.3, 1
29.8, 66.7, 1
27.7, 46.9, 0
28.3, 53.0, 0
25.9, 37.1, 1
29.4, 59.5, 0
27.5, 50.0, 0
28.6, 55.6, 0
26.2, 33.6, 1
30.1, 64.2, 1
27.8, 48.7, 0
28.4, 45.5, 0
26.9, 39.4, 1
29.7, 61.8, 1
27.0, 42.5, 0
28.9, 57.3, 0
26.5, 36.4, 1
30.3, 68.9, 1
27.6, 49.8, 0
28.7, 54.8, 0
26.0, 34.1, 1
29.1, 60.9, 0
27.4, 55.4, 0
28.8, 52.1, 0
26.7, 39.1, 1
30.5, 71.3, 1
27.3, 46.2, 0
28.5, 47.5, 0
26.6, 38.3, 1
29.2, 58.2, 0
27.9, 44.0, 0
28.3, 56.9, 0
26.4, 32.9, 1
29.9, 63.5, 1
27.2, 50.5, 0
28.6, 49.6, 0
26.8, 35.8, 1
29.0, 54.3, 0
27.5, 59.7, 0
28.7, 45.3, 0
26.1, 33.0, 1
30.4, 67.2, 1
27.7, 48.2, 0
28.4, 53.1, 0
26.3, 37.7, 1
29.8, 60.3, 1
27.1, 42.8, 0
28.9, 55.9, 0
26.2, 36.0, 1
30.0, 64.4, 1
27.6, 58.5, 0
28.2, 47.1, 0
26.5, 38.9, 1
29.5, 61.0, 1
27.9, 49.9, 0
28.7, 52.5, 0
26.8, 34.5, 1
29.1, 59.2, 0
27.3, 57.6, 0
28.5, 43.9, 0
26.6, 39.6, 1
30.2, 66.5, 1
27.0, 45.8, 0
28.8, 50.2, 0
26.9, 38.4, 1
29.3, 56.3, 0
27.4, 44.5, 0
28.6, 48.6, 0
26.7, 35.5, 1
30.1, 63.0, 1
27.5, 46.7, 0
28.4, 52.8, 0
26.2, 39.0, 1
29.9, 62.1, 1
27.8, 54.9, 0
28.3, 47.7, 0
26.4, 33.7, 1
30.0, 69.1, 1
27.2, 42.6, 0
28.5, 56.5, 0
26.0, 37.3, 1
29.4, 60.7, 1
27.7, 59.9, 0
28.9, 45.4, 0
26.3, 39.2, 1
29.8, 64.8, 1
27.1, 51.5, 0
28.2, 48.8, 0
26.6, 34.0, 1
29.7, 66.9, 1
27.3, 43.7, 0
28.8, 55.5, 0
26.8, 38.5, 1
29.0, 53.4, 0
27.6, 58.8, 0
28.4, 46.8, 0
26.5, 33.2, 1
30.3, 70.7, 1
27.5, 49.7, 0
28.7, 52.2, 0
26.7, 39.9, 1
29.1, 59.0, 0
27.8, 47.9, 0
28.6, 54.1, 0
26.4, 35.6, 1
30.2, 68.3, 1
27.0, 42.2, 0
28.9, 51.8, 0
26.9, 38.0, 1
29.3, 57.5, 0
27.3, 44.1, 0
28.5, 49.0, 0
26.1, 33.5, 1
30.4, 66.2, 1
27.7, 56.8, 0
28.8, 45.1, 0
26.3, 39.8, 1
29.5, 60.6, 1
27.5, 53.0, 0
28.4, 47.2, 0
26.7, 34.6, 1
29.0, 58.4, 0
27.8, 59.3, 0
28.3, 50.4, 0
26.2, 32.8, 1
30.1, 63.8, 1
27.9, 55.0, 0
28.6, 44.8, 0
26.8, 38.2, 1
29.9, 65.4, 1
27.4, 52.7, 0
28.7, 48.5, 0
26.6, 35.3, 1
30.0, 67.6, 1
